Ticket_ID,Source_System,Email_Received_Date,Sender,Subject,Email_Body,Priority,Status,Category,Assigned_Team,SLA_Due_Date,Closed_Date
INC1000001,ServiceNow,2026-01-14,servicenow@company.com,INC1000001 | High | Access Issue | Open - Permission Issue,Ticket ID: INC1000001 | Priority: High | Status: Open | Assigned Team: Vendor Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-01-14 | SLA Due Date: 2026-01-16,High,Open,Access Issue,Data Support,2026-01-16,
FG1000128,Fieldglass,2026-04-07,fieldglass@company.com,FG1000128 | Medium | Access Issue | Resolved - Role Missing,Ticket ID: FG1000128 | Priority: Medium | Status: Resolved | Assigned Team: Vendor Support | Issue: role missing | Category: Access Issue | Created Date: 2026-04-07 | SLA Due Date: 2026-04-11,Medium,Resolved,Access Issue,Access Management,2026-04-11,2026-04-07
FG1000129,Fieldglass,2026-03-03,fieldglass@company.com,FG1000129 | Medium | Access Issue | Open - Mfa Issue,Ticket ID: FG1000129 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-03-03 | SLA Due Date: 2026-03-07,Medium,Open,Access Issue,Access Management,2026-03-07,
FG1000130,Fieldglass,2026-04-19,fieldglass@company.com,FG1000130 | Medium | Access Issue | Closed - Permission Issue,Ticket ID: FG1000130 | Priority: Medium | Status: Closed | Assigned Team: Vendor Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-04-19 | SLA Due Date: 2026-04-23,Medium,Closed,Access Issue,Data Support,2026-04-23,2026-04-29
FG1000131,Fieldglass,2026-04-28,fieldglass@company.com,FG1000131 | High | Access Issue | Resolved - Login Failure,Ticket ID: FG1000131 | Priority: High | Status: Resolved | Assigned Team: Reporting Team | Issue: login failure | Category: Access Issue | Created Date: 2026-04-28 | SLA Due Date: 2026-04-30,High,Resolved,Access Issue,Vendor Support,2026-04-30,2026-04-28
FG1000132,Fieldglass,2026-01-12,fieldglass@company.com,FG1000132 | Medium | Access Issue | Closed - Login Failure,Ticket ID: FG1000132 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: login failure | Category: Access Issue | Created Date: 2026-01-12 | SLA Due Date: 2026-01-16,Medium,Closed,Access Issue,Application Support,2026-01-16,2026-01-16
FG1000133,Fieldglass,2026-05-01,fieldglass@company.com,FG1000133 | Medium | Data Quality Issue | In Progress - Invalid Trade Id,Ticket ID: FG1000133 | Priority: Medium | Status: In Progress | Assigned Team: Data Support | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-05-01 | SLA Due Date: 2026-05-05,Medium,In Progress,Data Quality Issue,Data Support,2026-05-05,
INC1000134,ServiceNow,2026-02-26,servicenow@company.com,INC1000134 | Critical | Data Quality Issue | Open - Null Field,Ticket ID: INC1000134 | Priority: Critical | Status: Open | Assigned Team: Application Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-02-26 | SLA Due Date: 2026-02-27,Critical,Open,Data Quality Issue,Vendor Support,2026-02-27,
FG1000135,Fieldglass,2026-02-14,fieldglass@company.com,FG1000135 | High | System Error | Pending Business - Timeout,Ticket ID: FG1000135 | Priority: High | Status: Pending Business | Assigned Team: Access Management | Issue: timeout | Category: System Error | Created Date: 2026-02-14 | SLA Due Date: 2026-02-16,High,Pending Business,System Error,Vendor Support,2026-02-16,
FG1000136,Fieldglass,2026-03-18,fieldglass@company.com,FG1000136 | Critical | Process Delay | In Progress - Late File Arrival,Ticket ID: FG1000136 | Priority: Critical | Status: In Progress | Assigned Team: Reporting Team | Issue: late file arrival | Category: Process Delay | Created Date: 2026-03-18 | SLA Due Date: 2026-03-19,Critical,In Progress,Process Delay,Access Management,2026-03-19,
INC1000137,ServiceNow,2026-03-05,servicenow@company.com,INC1000137 | High | Data Quality Issue | Open - Invalid Trade Id,Ticket ID: INC1000137 | Priority: High | Status: Open | Assigned Team: Reporting Team | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-03-05 | SLA Due Date: 2026-03-07,High,Open,Data Quality Issue,Reporting Team,2026-03-07,
FG1000138,Fieldglass,2026-04-14,fieldglass@company.com,FG1000138 | Medium | Process Delay | Closed - Pending Approval,Ticket ID: FG1000138 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-14 | SLA Due Date: 2026-04-18,Medium,Closed,Process Delay,Data Support,2026-04-18,2026-04-20
FG1000139,Fieldglass,2026-04-01,fieldglass@company.com,FG1000139 | Medium | Access Issue | Pending Business - Permission Issue,Ticket ID: FG1000139 | Priority: Medium | Status: Pending Business | Assigned Team: Access Management | Issue: permission issue | Category: Access Issue | Created Date: 2026-04-01 | SLA Due Date: 2026-04-05,Medium,Pending Business,Access Issue,Data Support,2026-04-05,
FG1000140,Fieldglass,2026-02-28,fieldglass@company.com,FG1000140 | High | Access Issue | Closed - Permission Issue,Ticket ID: FG1000140 | Priority: High | Status: Closed | Assigned Team: Application Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-02-28 | SLA Due Date: 2026-03-02,High,Closed,Access Issue,Data Support,2026-03-02,2026-03-05
INC1000141,ServiceNow,2026-04-22,servicenow@company.com,INC1000141 | Medium | System Error | Open - Server Error,Ticket ID: INC1000141 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: server error | Category: System Error | Created Date: 2026-04-22 | SLA Due Date: 2026-04-26,Medium,Open,System Error,Reporting Team,2026-04-26,
FG1000142,Fieldglass,2026-03-07,fieldglass@company.com,FG1000142 | Medium | Data Quality Issue | Open - Missing Value,Ticket ID: FG1000142 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-07 | SLA Due Date: 2026-03-11,Medium,Open,Data Quality Issue,Access Management,2026-03-11,
INC1000143,ServiceNow,2026-03-19,servicenow@company.com,INC1000143 | High | Data Quality Issue | Open - Missing Value,Ticket ID: INC1000143 | Priority: High | Status: Open | Assigned Team: Data Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-19 | SLA Due Date: 2026-03-21,High,Open,Data Quality Issue,Reporting Team,2026-03-21,
FG1000144,Fieldglass,2026-04-29,fieldglass@company.com,FG1000144 | Low | System Error | In Progress - Server Error,Ticket ID: FG1000144 | Priority: Low | Status: In Progress | Assigned Team: Vendor Support | Issue: server error | Category: System Error | Created Date: 2026-04-29 | SLA Due Date: 2026-05-06,Low,In Progress,System Error,Access Management,2026-05-06,
FG1000145,Fieldglass,2026-02-08,fieldglass@company.com,FG1000145 | Critical | Data Quality Issue | In Progress - Broken Reference,Ticket ID: FG1000145 | Priority: Critical | Status: In Progress | Assigned Team: Data Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-02-08 | SLA Due Date: 2026-02-09,Critical,In Progress,Data Quality Issue,Access Management,2026-02-09,
INC1000146,ServiceNow,2026-04-17,servicenow@company.com,INC1000146 | Medium | Reporting Issue | Open - Power Bi Error,Ticket ID: INC1000146 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-04-17 | SLA Due Date: 2026-04-21,Medium,Open,Reporting Issue,Vendor Support,2026-04-21,
FG1000147,Fieldglass,2026-04-25,fieldglass@company.com,FG1000147 | Medium | System Error | Closed - Server Error,Ticket ID: FG1000147 | Priority: Medium | Status: Closed | Assigned Team: Access Management | Issue: server error | Category: System Error | Created Date: 2026-04-25 | SLA Due Date: 2026-04-29,Medium,Closed,System Error,Vendor Support,2026-04-29,2026-05-04
FG1000148,Fieldglass,2026-04-14,fieldglass@company.com,FG1000148 | Low | Process Delay | In Progress - Pending Approval,Ticket ID: FG1000148 | Priority: Low | Status: In Progress | Assigned Team: Data Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-14 | SLA Due Date: 2026-04-21,Low,In Progress,Process Delay,Vendor Support,2026-04-21,
INC1000149,ServiceNow,2026-03-09,servicenow@company.com,INC1000149 | Medium | Access Issue | Closed - Login Failure,Ticket ID: INC1000149 | Priority: Medium | Status: Closed | Assigned Team: Access Management | Issue: login failure | Category: Access Issue | Created Date: 2026-03-09 | SLA Due Date: 2026-03-13,Medium,Closed,Access Issue,Access Management,2026-03-13,2026-03-12
FG1000150,Fieldglass,2026-03-22,fieldglass@company.com,FG1000150 | Medium | System Error | Open - Timeout,Ticket ID: FG1000150 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: timeout | Category: System Error | Created Date: 2026-03-22 | SLA Due Date: 2026-03-26,Medium,Open,System Error,Access Management,2026-03-26,
INC1000151,ServiceNow,2026-03-26,servicenow@company.com,INC1000151 | High | Process Delay | Resolved - Vendor Delay,Ticket ID: INC1000151 | Priority: High | Status: Resolved | Assigned Team: Data Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-03-26 | SLA Due Date: 2026-03-28,High,Resolved,Process Delay,Vendor Support,2026-03-28,2026-03-29
INC1000152,ServiceNow,2026-02-20,servicenow@company.com,INC1000152 | Low | Reporting Issue | Resolved - Wrong Kpi,Ticket ID: INC1000152 | Priority: Low | Status: Resolved | Assigned Team: Access Management | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-02-20 | SLA Due Date: 2026-02-27,Low,Resolved,Reporting Issue,Vendor Support,2026-02-27,2026-03-03
FG1000153,Fieldglass,2026-04-05,fieldglass@company.com,FG1000153 | Medium | Reporting Issue | Closed - Report Refresh Failed,Ticket ID: FG1000153 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-04-05 | SLA Due Date: 2026-04-09,Medium,Closed,Reporting Issue,Vendor Support,2026-04-09,2026-04-13
FG1000154,Fieldglass,2026-02-13,fieldglass@company.com,FG1000154 | Medium | Access Issue | Closed - Permission Issue,Ticket ID: FG1000154 | Priority: Medium | Status: Closed | Assigned Team: Reporting Team | Issue: permission issue | Category: Access Issue | Created Date: 2026-02-13 | SLA Due Date: 2026-02-17,Medium,Closed,Access Issue,Data Support,2026-02-17,2026-02-16
FG1000155,Fieldglass,2026-04-24,fieldglass@company.com,FG1000155 | Low | Access Issue | Closed - Mfa Issue,Ticket ID: FG1000155 | Priority: Low | Status: Closed | Assigned Team: Vendor Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-04-24 | SLA Due Date: 2026-05-01,Low,Closed,Access Issue,Reporting Team,2026-05-01,2026-05-05
FG1000156,Fieldglass,2026-03-21,fieldglass@company.com,FG1000156 | High | Data Quality Issue | Resolved - Duplicate Record,Ticket ID: FG1000156 | Priority: High | Status: Resolved | Assigned Team: Application Support | Issue: duplicate record | Category: Data Quality Issue | Created Date: 2026-03-21 | SLA Due Date: 2026-03-23,High,Resolved,Data Quality Issue,Access Management,2026-03-23,2026-03-28
INC1000157,ServiceNow,2026-02-27,servicenow@company.com,INC1000157 | High | System Error | Resolved - Server Error,Ticket ID: INC1000157 | Priority: High | Status: Resolved | Assigned Team: Application Support | Issue: server error | Category: System Error | Created Date: 2026-02-27 | SLA Due Date: 2026-03-01,High,Resolved,System Error,Reporting Team,2026-03-01,2026-03-02
FG1000158,Fieldglass,2026-02-18,fieldglass@company.com,FG1000158 | Medium | Process Delay | In Progress - Vendor Delay,Ticket ID: FG1000158 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-02-18 | SLA Due Date: 2026-02-22,Medium,In Progress,Process Delay,Reporting Team,2026-02-22,
INC1000159,ServiceNow,2026-03-03,servicenow@company.com,INC1000159 | Low | Process Delay | Open - Pending Approval,Ticket ID: INC1000159 | Priority: Low | Status: Open | Assigned Team: Data Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-03-03 | SLA Due Date: 2026-03-10,Low,Open,Process Delay,Vendor Support,2026-03-10,
INC1000160,ServiceNow,2026-04-26,servicenow@company.com,INC1000160 | Low | Reporting Issue | In Progress - Dashboard Mismatch,Ticket ID: INC1000160 | Priority: Low | Status: In Progress | Assigned Team: Application Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-04-26 | SLA Due Date: 2026-05-03,Low,In Progress,Reporting Issue,Data Support,2026-05-03,
INC1000161,ServiceNow,2026-02-20,servicenow@company.com,INC1000161 | Low | System Error | In Progress - Timeout,Ticket ID: INC1000161 | Priority: Low | Status: In Progress | Assigned Team: Reporting Team | Issue: timeout | Category: System Error | Created Date: 2026-02-20 | SLA Due Date: 2026-02-27,Low,In Progress,System Error,Application Support,2026-02-27,
INC1000162,ServiceNow,2026-04-18,servicenow@company.com,INC1000162 | Critical | Reporting Issue | Closed - Report Refresh Failed,Ticket ID: INC1000162 | Priority: Critical | Status: Closed | Assigned Team: Reporting Team | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-04-18 | SLA Due Date: 2026-04-19,Critical,Closed,Reporting Issue,Data Support,2026-04-19,2026-04-20
FG1000163,Fieldglass,2026-03-20,fieldglass@company.com,FG1000163 | Low | System Error | In Progress - Api Error,Ticket ID: FG1000163 | Priority: Low | Status: In Progress | Assigned Team: Data Support | Issue: API error | Category: System Error | Created Date: 2026-03-20 | SLA Due Date: 2026-03-27,Low,In Progress,System Error,Data Support,2026-03-27,
FG1000164,Fieldglass,2026-03-09,fieldglass@company.com,FG1000164 | Medium | Data Quality Issue | Resolved - Duplicate Record,Ticket ID: FG1000164 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: duplicate record | Category: Data Quality Issue | Created Date: 2026-03-09 | SLA Due Date: 2026-03-13,Medium,Resolved,Data Quality Issue,Data Support,2026-03-13,2026-03-13
INC1000165,ServiceNow,2026-01-09,servicenow@company.com,INC1000165 | Medium | Data Quality Issue | Resolved - Broken Reference,Ticket ID: INC1000165 | Priority: Medium | Status: Resolved | Assigned Team: Vendor Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-01-09 | SLA Due Date: 2026-01-13,Medium,Resolved,Data Quality Issue,Data Support,2026-01-13,2026-01-17
INC1000166,ServiceNow,2026-01-31,servicenow@company.com,INC1000166 | Medium | Data Quality Issue | Resolved - Invalid Trade Id,Ticket ID: INC1000166 | Priority: Medium | Status: Resolved | Assigned Team: Vendor Support | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-01-31 | SLA Due Date: 2026-02-04,Medium,Resolved,Data Quality Issue,Access Management,2026-02-04,2026-02-02
INC1000167,ServiceNow,2026-03-12,servicenow@company.com,INC1000167 | Medium | Process Delay | Closed - Queue Backlog,Ticket ID: INC1000167 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-03-12 | SLA Due Date: 2026-03-16,Medium,Closed,Process Delay,Access Management,2026-03-16,2026-03-19
FG1000168,Fieldglass,2026-04-04,fieldglass@company.com,FG1000168 | Low | Access Issue | In Progress - Permission Issue,Ticket ID: FG1000168 | Priority: Low | Status: In Progress | Assigned Team: Data Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-04-04 | SLA Due Date: 2026-04-11,Low,In Progress,Access Issue,Vendor Support,2026-04-11,
FG1000169,Fieldglass,2026-03-24,fieldglass@company.com,FG1000169 | Medium | Data Quality Issue | In Progress - Missing Value,Ticket ID: FG1000169 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-24 | SLA Due Date: 2026-03-28,Medium,In Progress,Data Quality Issue,Application Support,2026-03-28,
INC1000170,ServiceNow,2026-01-05,servicenow@company.com,INC1000170 | Medium | Data Quality Issue | Closed - Missing Value,Ticket ID: INC1000170 | Priority: Medium | Status: Closed | Assigned Team: Data Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-01-05 | SLA Due Date: 2026-01-09,Medium,Closed,Data Quality Issue,Access Management,2026-01-09,2026-01-05
FG1000171,Fieldglass,2026-02-02,fieldglass@company.com,FG1000171 | Low | Process Delay | Pending Business - Vendor Delay,Ticket ID: FG1000171 | Priority: Low | Status: Pending Business | Assigned Team: Reporting Team | Issue: vendor delay | Category: Process Delay | Created Date: 2026-02-02 | SLA Due Date: 2026-02-09,Low,Pending Business,Process Delay,Access Management,2026-02-09,
FG1000172,Fieldglass,2026-02-25,fieldglass@company.com,FG1000172 | High | Access Issue | Closed - Permission Issue,Ticket ID: FG1000172 | Priority: High | Status: Closed | Assigned Team: Access Management | Issue: permission issue | Category: Access Issue | Created Date: 2026-02-25 | SLA Due Date: 2026-02-27,High,Closed,Access Issue,Reporting Team,2026-02-27,2026-03-05
FG1000173,Fieldglass,2026-04-13,fieldglass@company.com,FG1000173 | Low | System Error | Pending Business - Timeout,Ticket ID: FG1000173 | Priority: Low | Status: Pending Business | Assigned Team: Application Support | Issue: timeout | Category: System Error | Created Date: 2026-04-13 | SLA Due Date: 2026-04-20,Low,Pending Business,System Error,Data Support,2026-04-20,
FG1000174,Fieldglass,2026-01-11,fieldglass@company.com,FG1000174 | Medium | Process Delay | In Progress - Pending Approval,Ticket ID: FG1000174 | Priority: Medium | Status: In Progress | Assigned Team: Access Management | Issue: pending approval | Category: Process Delay | Created Date: 2026-01-11 | SLA Due Date: 2026-01-15,Medium,In Progress,Process Delay,Access Management,2026-01-15,
FG1000175,Fieldglass,2026-02-27,fieldglass@company.com,FG1000175 | High | Process Delay | In Progress - Vendor Delay,Ticket ID: FG1000175 | Priority: High | Status: In Progress | Assigned Team: Access Management | Issue: vendor delay | Category: Process Delay | Created Date: 2026-02-27 | SLA Due Date: 2026-03-01,High,In Progress,Process Delay,Vendor Support,2026-03-01,
FG1000176,Fieldglass,2026-02-16,fieldglass@company.com,FG1000176 | Critical | Reporting Issue | Resolved - Dashboard Mismatch,Ticket ID: FG1000176 | Priority: Critical | Status: Resolved | Assigned Team: Data Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-02-16 | SLA Due Date: 2026-02-17,Critical,Resolved,Reporting Issue,Reporting Team,2026-02-17,2026-02-21
FG1000177,Fieldglass,2026-02-16,fieldglass@company.com,FG1000177 | Critical | Access Issue | Closed - Login Failure,Ticket ID: FG1000177 | Priority: Critical | Status: Closed | Assigned Team: Vendor Support | Issue: login failure | Category: Access Issue | Created Date: 2026-02-16 | SLA Due Date: 2026-02-17,Critical,Closed,Access Issue,Reporting Team,2026-02-17,2026-02-20
FG1000178,Fieldglass,2026-01-18,fieldglass@company.com,FG1000178 | Medium | Reporting Issue | Open - Wrong Kpi,Ticket ID: FG1000178 | Priority: Medium | Status: Open | Assigned Team: Application Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-01-18 | SLA Due Date: 2026-01-22,Medium,Open,Reporting Issue,Access Management,2026-01-22,
FG1000179,Fieldglass,2026-03-08,fieldglass@company.com,FG1000179 | Critical | Data Quality Issue | Open - Missing Value,Ticket ID: FG1000179 | Priority: Critical | Status: Open | Assigned Team: Vendor Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-08 | SLA Due Date: 2026-03-09,Critical,Open,Data Quality Issue,Data Support,2026-03-09,
FG1000180,Fieldglass,2026-03-30,fieldglass@company.com,FG1000180 | High | Reporting Issue | Resolved - Power Bi Error,Ticket ID: FG1000180 | Priority: High | Status: Resolved | Assigned Team: Data Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-03-30 | SLA Due Date: 2026-04-01,High,Resolved,Reporting Issue,Application Support,2026-04-01,2026-03-31
INC1000181,ServiceNow,2026-02-10,servicenow@company.com,INC1000181 | Low | System Error | Closed - Job Failed,Ticket ID: INC1000181 | Priority: Low | Status: Closed | Assigned Team: Vendor Support | Issue: job failed | Category: System Error | Created Date: 2026-02-10 | SLA Due Date: 2026-02-17,Low,Closed,System Error,Vendor Support,2026-02-17,2026-02-21
FG1000182,Fieldglass,2026-03-23,fieldglass@company.com,FG1000182 | Medium | Reporting Issue | Closed - Report Refresh Failed,Ticket ID: FG1000182 | Priority: Medium | Status: Closed | Assigned Team: Reporting Team | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-03-23 | SLA Due Date: 2026-03-27,Medium,Closed,Reporting Issue,Data Support,2026-03-27,2026-03-29
INC1000183,ServiceNow,2026-03-12,servicenow@company.com,INC1000183 | Low | Data Quality Issue | Open - Duplicate Record,Ticket ID: INC1000183 | Priority: Low | Status: Open | Assigned Team: Application Support | Issue: duplicate record | Category: Data Quality Issue | Created Date: 2026-03-12 | SLA Due Date: 2026-03-19,Low,Open,Data Quality Issue,Vendor Support,2026-03-19,
INC1000184,ServiceNow,2026-04-02,servicenow@company.com,INC1000184 | Critical | Process Delay | In Progress - Sla Delay,Ticket ID: INC1000184 | Priority: Critical | Status: In Progress | Assigned Team: Vendor Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-04-02 | SLA Due Date: 2026-04-03,Critical,In Progress,Process Delay,Application Support,2026-04-03,
FG1000185,Fieldglass,2026-01-10,fieldglass@company.com,FG1000185 | High | Process Delay | In Progress - Sla Delay,Ticket ID: FG1000185 | Priority: High | Status: In Progress | Assigned Team: Vendor Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-01-10 | SLA Due Date: 2026-01-12,High,In Progress,Process Delay,Access Management,2026-01-12,
INC1000186,ServiceNow,2026-02-25,servicenow@company.com,INC1000186 | High | Process Delay | Closed - Queue Backlog,Ticket ID: INC1000186 | Priority: High | Status: Closed | Assigned Team: Vendor Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-02-25 | SLA Due Date: 2026-02-27,High,Closed,Process Delay,Reporting Team,2026-02-27,2026-02-25
FG1000187,Fieldglass,2026-02-14,fieldglass@company.com,FG1000187 | Medium | Data Quality Issue | Resolved - Duplicate Record,Ticket ID: FG1000187 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: duplicate record | Category: Data Quality Issue | Created Date: 2026-02-14 | SLA Due Date: 2026-02-18,Medium,Resolved,Data Quality Issue,Reporting Team,2026-02-18,2026-02-18
FG1000188,Fieldglass,2026-03-24,fieldglass@company.com,FG1000188 | Medium | Data Quality Issue | Open - Invalid Trade Id,Ticket ID: FG1000188 | Priority: Medium | Status: Open | Assigned Team: Vendor Support | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-03-24 | SLA Due Date: 2026-03-28,Medium,Open,Data Quality Issue,Reporting Team,2026-03-28,
INC1000189,ServiceNow,2026-01-06,servicenow@company.com,INC1000189 | Medium | Process Delay | Closed - Queue Backlog,Ticket ID: INC1000189 | Priority: Medium | Status: Closed | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-01-06 | SLA Due Date: 2026-01-10,Medium,Closed,Process Delay,Reporting Team,2026-01-10,2026-01-07
FG1000190,Fieldglass,2026-02-07,fieldglass@company.com,FG1000190 | Medium | Process Delay | Resolved - Sla Delay,Ticket ID: FG1000190 | Priority: Medium | Status: Resolved | Assigned Team: Application Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-02-07 | SLA Due Date: 2026-02-11,Medium,Resolved,Process Delay,Access Management,2026-02-11,2026-02-15
FG1000191,Fieldglass,2026-03-01,fieldglass@company.com,FG1000191 | High | Access Issue | In Progress - Access Denied,Ticket ID: FG1000191 | Priority: High | Status: In Progress | Assigned Team: Vendor Support | Issue: access denied | Category: Access Issue | Created Date: 2026-03-01 | SLA Due Date: 2026-03-03,High,In Progress,Access Issue,Reporting Team,2026-03-03,
FG1000192,Fieldglass,2026-02-17,fieldglass@company.com,FG1000192 | Low | Reporting Issue | Open - Wrong Kpi,Ticket ID: FG1000192 | Priority: Low | Status: Open | Assigned Team: Data Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-02-17 | SLA Due Date: 2026-02-24,Low,Open,Reporting Issue,Access Management,2026-02-24,
INC1000193,ServiceNow,2026-01-13,servicenow@company.com,INC1000193 | High | System Error | In Progress - Job Failed,Ticket ID: INC1000193 | Priority: High | Status: In Progress | Assigned Team: Application Support | Issue: job failed | Category: System Error | Created Date: 2026-01-13 | SLA Due Date: 2026-01-15,High,In Progress,System Error,Vendor Support,2026-01-15,
FG1000194,Fieldglass,2026-04-03,fieldglass@company.com,FG1000194 | Low | Data Quality Issue | Closed - Duplicate Record,Ticket ID: FG1000194 | Priority: Low | Status: Closed | Assigned Team: Application Support | Issue: duplicate record | Category: Data Quality Issue | Created Date: 2026-04-03 | SLA Due Date: 2026-04-10,Low,Closed,Data Quality Issue,Vendor Support,2026-04-10,2026-04-15
FG1000195,Fieldglass,2026-02-20,fieldglass@company.com,FG1000195 | Medium | System Error | Open - Timeout,Ticket ID: FG1000195 | Priority: Medium | Status: Open | Assigned Team: Reporting Team | Issue: timeout | Category: System Error | Created Date: 2026-02-20 | SLA Due Date: 2026-02-24,Medium,Open,System Error,Reporting Team,2026-02-24,
FG1000196,Fieldglass,2026-04-18,fieldglass@company.com,FG1000196 | High | Access Issue | Pending Business - Access Denied,Ticket ID: FG1000196 | Priority: High | Status: Pending Business | Assigned Team: Application Support | Issue: access denied | Category: Access Issue | Created Date: 2026-04-18 | SLA Due Date: 2026-04-20,High,Pending Business,Access Issue,Access Management,2026-04-20,
INC1000197,ServiceNow,2026-02-16,servicenow@company.com,INC1000197 | High | Access Issue | In Progress - Role Missing,Ticket ID: INC1000197 | Priority: High | Status: In Progress | Assigned Team: Data Support | Issue: role missing | Category: Access Issue | Created Date: 2026-02-16 | SLA Due Date: 2026-02-18,High,In Progress,Access Issue,Application Support,2026-02-18,
INC1000198,ServiceNow,2026-01-10,servicenow@company.com,INC1000198 | High | Process Delay | Pending Business - Queue Backlog,Ticket ID: INC1000198 | Priority: High | Status: Pending Business | Assigned Team: Application Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-01-10 | SLA Due Date: 2026-01-12,High,Pending Business,Process Delay,Vendor Support,2026-01-12,
FG1000199,Fieldglass,2026-02-20,fieldglass@company.com,FG1000199 | High | Process Delay | Closed - Queue Backlog,Ticket ID: FG1000199 | Priority: High | Status: Closed | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-02-20 | SLA Due Date: 2026-02-22,High,Closed,Process Delay,Reporting Team,2026-02-22,2026-02-26
INC1000200,ServiceNow,2026-01-05,servicenow@company.com,INC1000200 | Medium | Process Delay | Open - Queue Backlog,Ticket ID: INC1000200 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-01-05 | SLA Due Date: 2026-01-09,Medium,Open,Process Delay,Application Support,2026-01-09,
FG1000201,Fieldglass,2026-04-30,fieldglass@company.com,FG1000201 | Low | Data Quality Issue | Open - Null Field,Ticket ID: FG1000201 | Priority: Low | Status: Open | Assigned Team: Reporting Team | Issue: null field | Category: Data Quality Issue | Created Date: 2026-04-30 | SLA Due Date: 2026-05-07,Low,Open,Data Quality Issue,Application Support,2026-05-07,
FG1000202,Fieldglass,2026-03-04,fieldglass@company.com,FG1000202 | Medium | Process Delay | Pending Business - Late File Arrival,Ticket ID: FG1000202 | Priority: Medium | Status: Pending Business | Assigned Team: Access Management | Issue: late file arrival | Category: Process Delay | Created Date: 2026-03-04 | SLA Due Date: 2026-03-08,Medium,Pending Business,Process Delay,Application Support,2026-03-08,
INC1000203,ServiceNow,2026-03-16,servicenow@company.com,INC1000203 | Medium | Reporting Issue | Closed - Wrong Kpi,Ticket ID: INC1000203 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-03-16 | SLA Due Date: 2026-03-20,Medium,Closed,Reporting Issue,Access Management,2026-03-20,2026-03-17
